,AGE
263232,23
263233,62
263234,49
263235,46
263236,36
263237,50
263238,29
263239,41
263240,47
263241,51
263242,27
263243,35
263244,29
263245,46
263246,65
263247,44
263248,36
263249,60
263250,44
263251,45
263252,48
263253,32
263254,33
263255,61
263256,64
263257,34
263258,41
263259,50
263260,57
263261,21
263262,46
263263,51
263264,29
263265,60
263266,23
263267,55
263268,44
263269,46
263270,22
263271,62
263272,37
263273,68
263274,35
263275,64
263276,51
263277,55
263278,38
263279,45
263280,59
263281,55
263282,34
263283,42
263284,55
263285,57
263286,42
263287,38
263288,55
263289,50
263290,36
263291,62
263292,50
263293,41
263294,47
263295,53
263296,55
263297,28
263298,24
263299,38
263300,46
263301,54
263302,61
263303,49
263304,45
263305,60
263306,30
263307,56
263308,25
263309,41
263310,33
263311,28
263312,47
263313,38
263314,40
263315,44
263316,32
263317,55
263318,53
263319,64
263320,41
263321,30
263322,62
263323,39
263324,65
263325,42
263326,35
263327,21
263328,51
263329,64
263330,50
263331,24
263332,52
263333,42
263334,35
263335,64
263336,41
263337,49
263338,55
263339,65
263340,56
263341,37
263342,41
263343,31
263344,37
263345,45
263346,37
263347,27
263348,50
263349,50
263350,34
263351,41
263352,34
263353,33
263354,44
263355,61
263356,31
263357,43
263358,62
263359,27
263360,28
263361,53
263362,53
263363,31
263364,45
263365,39
263366,38
263367,48
263368,32
263369,36
263370,61
263371,27
263372,59
263373,31
263374,32
263375,43
263376,40
263377,29
263378,53
263379,43
263380,63
263381,44
263382,25
263383,43
263384,26
263385,45
263386,38
263387,27
263388,54
263389,37
263390,51
263391,50
263392,45
263393,64
263394,57
263395,60
263396,39
263397,45
263398,26
263399,32
263400,59
263401,30
263402,66
263403,56
263404,55
263405,35
263406,67
263407,23
263408,42
263409,26
263410,23
263411,47
263412,41
263413,55
263414,23
263415,25
263416,39
263417,53
263418,29
263419,63
263420,29
263421,37
263422,51
263423,22
263424,35
263425,39
263426,29
263427,36
263428,27
263429,60
263430,58
263431,53
263432,43
263433,66
263434,54
263435,48
263436,54
263437,29
263438,34
263439,46
263440,58
263441,58
263442,33
263443,22
263444,38
263445,47
263446,53
263447,46
263448,56
263449,37
263450,39
263451,39
263452,50
263453,36
263454,30
263455,59
263456,44
263457,37
263458,49
263459,42
263460,44
263461,22
263462,30
263463,35
263464,53
263465,58
263466,47
263467,31
263468,44
263469,27
263470,54
263471,38
263472,52
263473,53
263474,22
263475,46
263476,53
263477,42
263478,24
263479,63
263480,23
263481,23
263482,58
263483,32
263484,58
263485,55
263486,37
263487,43
263488,27
263489,51
263490,40
263491,40
263492,51
263493,51
263494,29
263495,66
263496,38
263497,50
263498,54
263499,26
263500,49
263501,51
263502,53
263503,37
263504,45
263505,34
263506,51
263507,46
263508,29
263509,25
263510,50
263511,47
263512,32
263513,53
263514,42
263515,34
263516,38
263517,51
263518,63
263519,43
263520,49
263521,28
263522,68
263523,30
263524,40
263525,22
263526,34
263527,65
263528,26
263529,32
263530,29
263531,50
263532,45
263533,40
263534,38
263535,27
263536,46
263537,31
263538,59
263539,54
263540,40
263541,36
263542,51
263543,46
263544,29
263545,59
263546,41
263547,28
263548,54
263549,56
263550,52
263551,56
263552,48
263553,28
263554,43
263555,30
263556,44
263557,61
263558,33
263559,46
263560,44
263561,46
263562,27
263563,28
263564,44
263565,42
263566,29
263567,53
263568,53
263569,57
263570,46
263571,47
263572,28
263573,47
263574,49
263575,51
263576,25
263577,43
263578,48
263579,47
263580,34
263581,39
263582,38
263583,36
263584,60
263585,49
263586,59
263587,50
263588,59
263589,42
263590,66
263591,27
263592,56
263593,55
263594,38
263595,56
263596,45
263597,35
263598,46
263599,35
263600,32
263601,65
263602,32
263603,33
263604,35
263605,53
263606,27
263607,46
263608,56
263609,27
263610,29
263611,54
263612,39
263613,26
263614,63
263615,57
263616,39
263617,59
263618,21
263619,49
263620,40
263621,29
263622,58
263623,49
263624,48
263625,39
263626,31
263627,38
263628,56
263629,37
263630,41
263631,64
263632,42
263633,33
263634,32
263635,30
263636,49
263637,34
263638,64
263639,34
263640,42
263641,27
263642,55
263643,49
263644,46
263645,32
263646,41
263647,61
263648,33
263649,62
263650,37
263651,39
263652,41
263653,35
263654,55
263655,57
263656,30
263657,52
263658,53
263659,22
263660,38
263661,41
263662,31
263663,45
263664,51
263665,28
263666,38
263667,38
263668,29
263669,62
263670,53
263671,22
263672,26
263673,22
263674,45
263675,29
263676,24
263677,60
263678,45
263679,40
263680,37
263681,47
263682,53
263683,42
263684,48
263685,59
263686,25
263687,43
263688,41
263689,36
263690,43
263691,53
263692,56
263693,54
263694,46
263695,21
263696,44
263697,27
263698,52
263699,26
263700,39
263701,41
263702,29
263703,45
263704,53
263705,32
263706,60
263707,27
263708,30
263709,34
263710,35
263711,60
263712,29
263713,56
263714,59
263715,30
263716,57
263717,37
263718,52
263719,45
263720,62
263721,32
263722,67
263723,32
263724,35
263725,26
263726,35
263727,50
263728,60
263729,39
263730,27
263731,44
263732,29
263733,51
263734,24
263735,37
263736,63
263737,42
263738,29
263739,55
263740,33
263741,47
263742,28
263743,38
263744,38
263745,23
263746,45
263747,47
263748,60
263749,40
263750,28
263751,26
263752,26
263753,39
263754,32
263755,53
263756,36
263757,29
263758,28
263759,29
263760,23
263761,55
263762,35
263763,44
263764,44
263765,62
263766,53
263767,58
263768,50
263769,50
263770,41
263771,39
263772,58
263773,50
263774,64
263775,38
263776,29
263777,37
263778,33
263779,53
263780,31
263781,28
263782,22
263783,58
263784,30
263785,65
263786,50
263787,59
263788,32
263789,51
263790,30
263791,47
263792,31
263793,41
263794,25
263795,43
263796,43
263797,25
263798,43
263799,39
263800,52
263801,37
263802,53
263803,32
263804,36
263805,51
263806,65
263807,31
263808,35
263809,34
263810,42
263811,36
263812,29
263813,44
263814,42
263815,42
263816,31
263817,36
263818,62
263819,29
263820,44
263821,45
263822,29
263823,40
263824,33
263825,60
263826,30
263827,40
263828,47
263829,29
263830,52
263831,23
263832,50
263833,27
263834,40
263835,48
263836,41
263837,31
263838,35
263839,39
263840,39
263841,35
263842,36
263843,35
263844,60
263845,27
263846,30
263847,46
263848,58
263849,54
263850,53
263851,49
263852,55
263853,21
263854,31
263855,60
263856,49
263857,58
263858,23
263859,42
263860,47
263861,42
263862,40
263863,47
263864,55
263865,50
263866,41
263867,33
263868,52
263869,24
263870,46
263871,55
263872,35
263873,57
263874,34
263875,40
263876,40
263877,23
263878,38
263879,57
263880,26
263881,50
263882,67
263883,30
263884,37
263885,58
263886,67
263887,67
263888,47
263889,55
263890,38
263891,43
263892,53
263893,42
263894,43
263895,28
263896,27
263897,49
263898,55
263899,21
263900,56
263901,40
263902,62
263903,35
263904,57
263905,60
263906,29
263907,50
263908,57
263909,35
263910,39
263911,28
263912,60
263913,58
263914,57
263915,50
263916,48
263917,59
263918,45
263919,37
263920,47
263921,45
263922,64
263923,66
263924,44
263925,45
263926,45
263927,37
263928,56
263929,38
263930,52
263931,45
263932,32
263933,46
263934,44
263935,37
263936,46
263937,43
263938,41
263939,39
263940,64
263941,42
263942,31
263943,43
263944,31
263945,31
263946,25
263947,58
263948,48
263949,31
263950,38
263951,28
263952,60
263953,31
263954,45
263955,56
263956,58
263957,22
263958,50
263959,62
263960,32
263961,34
263962,51
263963,33
263964,31
263965,43
263966,34
263967,59
263968,43
263969,50
263970,64
263971,63
263972,30
263973,29
263974,55
263975,35
263976,58
263977,36
263978,28
263979,43
263980,34
263981,60
263982,37
263983,24
263984,33
263985,46
263986,39
263987,29
263988,50
263989,28
263990,30
263991,54
263992,34
263993,61
263994,56
263995,50
263996,46
263997,49
263998,57
263999,54
264000,35
264001,34
264002,44
264003,49
264004,60
264005,52
264006,34
264007,57
264008,63
264009,51
264010,54
264011,36
264012,25
264013,31
264014,37
264015,53
264016,41
264017,63
264018,58
264019,28
264020,27
264021,55
264022,23
264023,39
264024,41
264025,23
264026,39
264027,51
264028,37
264029,47
264030,31
264031,30
264032,63
264033,43
264034,32
264035,54
264036,40
264037,56
264038,58
264039,42
264040,40
264041,49
264042,40
264043,56
264044,63
264045,50
264046,62
264047,49
264048,50
264049,27
264050,47
264051,50
264052,47
264053,46
264054,46
264055,55
264056,37
264057,51
264058,58
264059,28
264060,54
264061,53
264062,31
264063,23
264064,62
264065,33
264066,37
264067,28
264068,39
264069,41
264070,48
264071,40
264072,40
264073,38
264074,50
264075,35
264076,50
264077,38
264078,63
264079,65
264080,54
264081,58
264082,46
264083,43
264084,62
264085,40
264086,54
264087,59
264088,46
264089,49
264090,57
264091,63
264092,25
264093,34
264094,50
264095,52
264096,30
264097,38
264098,60
264099,35
264100,23
264101,43
264102,40
264103,49
264104,42
264105,31
264106,36
264107,62
264108,64
264109,27
264110,44
264111,48
264112,40
264113,42
264114,32
264115,50
264116,41
264117,36
264118,30
264119,33
264120,44
264121,55
264122,25
264123,34
264124,61
264125,39
264126,22
264127,58
264128,26
264129,37
264130,60
264131,26
264132,28
264133,35
264134,30
264135,39
264136,38
264137,38
264138,50
264139,22
264140,37
264141,25
264142,37
264143,64
264144,36
264145,32
264146,29
264147,35
264148,49
264149,35
264150,37
264151,34
264152,35
264153,55
264154,61
264155,38
264156,63
264157,53
264158,41
264159,26
264160,64
264161,59
264162,26
264163,28
264164,29
264165,57
264166,41
264167,49
264168,30
264169,27
264170,55
264171,51
264172,44
264173,28
264174,60
264175,51
264176,43
264177,59
264178,54
264179,53
264180,40
264181,50
264182,63
264183,38
264184,52
264185,27
264186,23
264187,55
264188,38
264189,42
264190,54
264191,29
264192,37
264193,44
264194,38
264195,64
264196,65
264197,33
264198,30
264199,36
264200,33
264201,21
264202,47
264203,38
264204,29
264205,30
264206,50
264207,36
264208,29
264209,31
264210,31
264211,22
264212,64
264213,29
264214,67
264215,64
264216,21
264217,59
264218,62
264219,45
264220,37
264221,66
264222,54
264223,30
264224,53
264225,46
264226,28
264227,43
264228,53
264229,51
264230,32
264231,46
264232,48
264233,51
264234,44
264235,35
264236,28
264237,37
264238,55
264239,23
264240,22
264241,46
264242,52
264243,60
264244,37
264245,43
264246,41
264247,34
264248,39
264249,45
264250,65
264251,53
264252,64
264253,54
264254,30
264255,39
264256,38
264257,37
264258,25
264259,31
264260,61
264261,32
264262,63
264263,59
264264,57
264265,38
264266,29
264267,57
264268,42
264269,26
264270,40
264271,35
264272,38
264273,41
264274,37
264275,25
264276,37
264277,53
264278,29
264279,28
264280,45
264281,50
264282,38
264283,47
264284,49
264285,34
264286,51
264287,40
264288,55
264289,55
264290,25
264291,40
264292,50
264293,59
264294,43
264295,38
264296,27
264297,47
264298,29
264299,39
264300,24
264301,45
264302,37
264303,50
264304,58
264305,58
264306,41
264307,43
264308,43
264309,53
264310,32
264311,62
264312,51
264313,44
264314,49
264315,67
264316,41
264317,46
264318,34
264319,29
264320,47
264321,26
264322,24
264323,51
264324,47
264325,27
264326,54
264327,53
264328,48
264329,38
264330,24
264331,42
264332,48
264333,40
264334,39
264335,61
264336,34
264337,33
264338,40
264339,59
264340,33
264341,28
264342,30
264343,55
264344,64
264345,38
264346,23
264347,26
264348,33
264349,33
264350,34
264351,25
264352,35
264353,47
264354,39
264355,38
264356,41
264357,53
264358,21
264359,68
264360,41
264361,46
264362,49
264363,48
264364,54
264365,66
264366,30
264367,33
264368,37
264369,41
264370,56
264371,56
264372,27
264373,43
264374,37
264375,36
264376,64
264377,26
264378,40
264379,45
264380,59
264381,47
264382,30
264383,46
264384,37
264385,35
264386,34
264387,36
264388,28
264389,27
264390,37
264391,26
264392,35
264393,60
264394,55
264395,56
264396,37
264397,36
264398,47
264399,55
264400,56
264401,39
264402,40
264403,40
264404,33
264405,57
264406,24
264407,44
264408,53
264409,41
264410,34
264411,38
264412,31
264413,28
264414,56
264415,56
264416,46
264417,34
264418,55
264419,34
264420,62
264421,29
264422,27
264423,61
264424,35
264425,37
264426,52
264427,39
264428,42
264429,44
264430,32
264431,64
264432,37
264433,60
264434,30
264435,42
264436,37
264437,53
264438,50
264439,42
264440,29
264441,28
264442,52
264443,31
264444,27
264445,37
264446,24
264447,37
264448,34
264449,60
264450,29
264451,44
264452,55
264453,34
264454,58
264455,34
264456,30
264457,54
264458,57
264459,38
264460,58
264461,43
264462,53
264463,53
264464,54
264465,36
264466,64
264467,49
264468,43
264469,44
264470,40
264471,55
264472,37
264473,30
264474,34
264475,50
264476,55
264477,54
264478,56
264479,60
264480,29
264481,31
264482,55
264483,36
264484,58
264485,38
264486,60
264487,44
264488,28
264489,42
264490,43
264491,32
264492,52
264493,27
264494,56
264495,52
264496,45
264497,59
264498,50
264499,26
264500,59
264501,44
264502,38
264503,43
264504,44
264505,33
264506,42
264507,41
264508,57
264509,50
264510,60
264511,50
264512,42
264513,45
264514,30
264515,23
264516,32
264517,52
264518,36
264519,42
264520,43
264521,60
264522,55
264523,32
264524,47
264525,25
264526,63
264527,44
264528,65
264529,35
264530,42
264531,59
264532,33
264533,27
264534,60
264535,38
264536,48
264537,55
264538,64
264539,55
264540,64
264541,59
264542,50
264543,46
264544,50
264545,31
264546,41
264547,29
264548,44
264549,63
264550,59
264551,48
264552,34
264553,23
264554,26
264555,58
264556,65
264557,33
264558,60
264559,46
264560,61
264561,48
264562,60
264563,53
264564,27
264565,47
264566,30
264567,51
264568,32
264569,63
264570,24
264571,44
264572,26
264573,35
264574,41
264575,44
264576,56
264577,58
264578,40
264579,41
264580,31
264581,32
264582,49
264583,32
264584,60
264585,38
264586,40
264587,29
264588,48
264589,40
264590,60
264591,33
264592,40
264593,51
264594,24
264595,28
264596,41
264597,32
264598,35
264599,48
264600,35
264601,51
264602,21
264603,56
264604,38
264605,33
264606,32
264607,34
264608,65
264609,54
264610,27
264611,56
264612,43
264613,32
264614,29
264615,40
264616,40
264617,28
264618,32
264619,63
264620,55
264621,60
264622,24
264623,53
264624,37
264625,54
264626,43
264627,36
264628,34
264629,35
264630,59
264631,57
264632,33
264633,36
264634,27
264635,39
264636,52
264637,43
264638,36
264639,28
264640,30
264641,45
264642,43
264643,54
264644,44
264645,33
264646,62
264647,46
264648,31
264649,39
264650,27
264651,53
264652,33
264653,41
264654,35
264655,64
264656,60
264657,27
264658,28
264659,54
264660,58
264661,62
264662,41
264663,49
264664,51
264665,47
264666,59
264667,44
264668,41
264669,57
264670,22
264671,34
264672,43
264673,56
264674,37
264675,28
264676,40
264677,55
264678,46
264679,49
264680,40
264681,56
264682,25
264683,27
264684,40
264685,22
264686,62
264687,60
264688,58
264689,38
264690,59
264691,37
264692,50
264693,42
264694,32
264695,43
264696,57
264697,59
264698,58
264699,42
264700,47
264701,42
264702,37
264703,36
264704,63
264705,44
264706,29
264707,35
264708,31
264709,29
264710,58
264711,55
264712,27
264713,40
264714,57
264715,55
264716,53
264717,44
264718,37
264719,47
264720,33
264721,33
264722,45
264723,29
264724,36
264725,48
264726,60
264727,59
264728,37
264729,32
264730,35
264731,41
264732,41
264733,55
264734,42
264735,56
264736,46
264737,56
264738,35
264739,33
264740,39
264741,39
264742,60
264743,45
264744,59
264745,21
264746,29
264747,54
264748,47
264749,45
264750,42
264751,35
264752,23
264753,54
264754,42
264755,56
264756,48
264757,40
264758,51
264759,28
264760,27
264761,26
264762,35
264763,38
264764,48
264765,54
264766,47
264767,25
264768,60
264769,52
264770,54
264771,49
264772,33
264773,55
264774,42
264775,60
264776,29
264777,66
264778,42
264779,50
264780,49
264781,66
264782,38
264783,60
264784,28
264785,40
264786,55
264787,49
264788,43
264789,37
264790,31
264791,29
264792,47
264793,51
264794,28
264795,38
264796,52
264797,44
264798,55
264799,55
264800,39
264801,63
264802,39
264803,43
264804,54
264805,44
264806,44
264807,54
264808,42
264809,39
264810,24
264811,66
264812,60
264813,39
264814,37
264815,27
264816,36
264817,57
264818,49
264819,22
264820,64
264821,24
264822,67
264823,49
264824,39
264825,58
264826,36
264827,40
264828,46
264829,58
264830,37
264831,30
264832,24
264833,41
264834,59
264835,35
264836,63
264837,59
264838,49
264839,51
264840,56
264841,31
264842,46
264843,38
264844,58
264845,37
264846,32
264847,57
264848,48
264849,63
264850,42
264851,33
264852,39
264853,46
264854,28
264855,30
264856,62
264857,31
264858,60
264859,29
264860,27
264861,55
264862,28
264863,63
264864,53
264865,26
264866,38
264867,58
264868,62
264869,27
264870,58
264871,29
264872,50
264873,50
264874,40
264875,27
264876,36
264877,64
264878,44
264879,41
264880,29
264881,43
264882,52
264883,52
264884,28
264885,42
264886,50
264887,52
264888,51
264889,36
264890,25
264891,23
264892,44
264893,31
264894,32
264895,38
264896,41
264897,39
264898,52
264899,55
264900,42
264901,21
264902,41
264903,48
264904,43
264905,27
264906,46
264907,41
264908,40
264909,67
264910,57
264911,57
264912,52
264913,55
264914,34
264915,35
264916,44
264917,53
264918,37
264919,51
264920,52
264921,52
264922,37
264923,40
264924,54
264925,52
264926,60
264927,38
264928,46
264929,41
264930,55
264931,47
264932,39
264933,43
264934,48
264935,29
264936,28
264937,23
264938,32
264939,41
264940,37
264941,23
264942,31
264943,28
264944,27
264945,43
264946,58
264947,39
264948,35
264949,27
264950,54
264951,64
264952,38
264953,29
264954,39
264955,43
264956,31
264957,61
264958,31
264959,49
264960,59
264961,27
264962,42
264963,61
264964,24
264965,36
264966,61
264967,43
264968,40
264969,33
264970,49
264971,56
264972,36
264973,33
264974,47
264975,37
264976,25
264977,60
264978,28
264979,34
264980,59
264981,35
264982,49
264983,34
264984,42
264985,64
264986,31
264987,52
264988,34
264989,37
264990,43
264991,22
264992,29
264993,32
264994,29
264995,58
264996,59
264997,59
264998,41
264999,67
265000,57
265001,59
265002,46
265003,38
265004,37
265005,43
265006,48
265007,64
265008,58
265009,45
265010,44
265011,43
265012,50
265013,38
265014,52
265015,42
265016,33
265017,59
265018,40
265019,37
265020,25
265021,46
265022,31
265023,28
265024,46
265025,29
265026,69
265027,60
265028,23
265029,28
265030,31
265031,51
265032,64
265033,51
265034,42
265035,58
265036,28
265037,54
265038,53
265039,27
265040,64
265041,33
265042,51
265043,31
265044,66
265045,40
265046,33
265047,50
265048,44
265049,44
265050,40
265051,29
265052,61
265053,47
265054,32
265055,50
265056,42
265057,24
265058,33
265059,45
265060,43
265061,23
265062,35
265063,55
265064,45
265065,37
265066,56
265067,37
265068,24
265069,60
265070,35
265071,50
265072,29
265073,50
265074,36
265075,38
265076,58
265077,53
265078,57
265079,40
265080,57
265081,55
265082,53
265083,31
265084,60
265085,24
265086,49
265087,42
265088,34
265089,57
265090,37
265091,46
265092,51
265093,44
265094,48
265095,48
265096,45
265097,56
265098,44
265099,53
265100,48
265101,61
265102,43
265103,21
265104,26
265105,25
265106,59
265107,44
265108,48
265109,43
265110,29
265111,64
265112,29
265113,57
265114,32
265115,40
265116,55
265117,22
265118,28
265119,62
265120,47
265121,41
265122,37
265123,56
265124,42
265125,33
265126,52
265127,65
265128,43
265129,30
265130,46
265131,51
265132,28
265133,52
265134,43
265135,62
265136,43
265137,30
265138,34
265139,61
265140,56
265141,32
265142,39
265143,24
265144,63
265145,58
265146,23
265147,61
265148,49
265149,58
265150,23
265151,27
265152,33
265153,48
265154,30
265155,52
265156,26
265157,51
265158,42
265159,35
265160,59
265161,66
265162,50
265163,39
265164,23
265165,59
265166,37
265167,52
265168,24
265169,30
265170,60
265171,41
265172,53
265173,44
265174,39
265175,44
265176,59
265177,62
265178,46
265179,43
265180,22
265181,38
265182,28
265183,31
265184,36
265185,60
265186,29
265187,59
265188,32
265189,36
265190,58
265191,65
265192,59
265193,32
265194,28
265195,31
265196,38
265197,64
265198,58
265199,32
265200,31
265201,36
265202,45
265203,29
265204,36
265205,35
265206,56
265207,55
265208,40
265209,30
265210,54
265211,33
265212,61
265213,66
265214,34
265215,43
265216,51
265217,50
265218,41
265219,55
265220,60
265221,33
265222,49
265223,30
265224,52
265225,38
265226,38
265227,41
265228,49
265229,64
265230,49
265231,42
265232,24
265233,57
265234,48
265235,26
265236,45
265237,33
265238,23
265239,60
265240,52
265241,43
265242,53
265243,58
265244,23
265245,59
265246,33
265247,52
265248,61
265249,53
265250,46
265251,50
265252,58
265253,41
265254,57
265255,63
265256,34
265257,43
265258,47
265259,56
265260,58
265261,57
265262,53
265263,64
265264,52
265265,58
265266,30
265267,35
265268,50
265269,43
265270,29
265271,52
265272,60
265273,54
265274,40
265275,30
265276,36
265277,35
265278,45
265279,43
265280,48
265281,39
265282,49
265283,40
265284,54
265285,46
265286,48
265287,63
265288,36
265289,28
265290,51
265291,47
265292,59
265293,29
265294,38
265295,65
265296,63
265297,56
265298,65
265299,50
265300,39
265301,65
265302,62
265303,39
265304,57
265305,32
265306,34
265307,66
265308,64
265309,46
265310,29
265311,63
265312,56
265313,35
265314,54
265315,26
265316,61
265317,53
265318,45
265319,60
265320,34
265321,67
265322,32
265323,32
265324,36
265325,28
265326,27
265327,64
265328,34
265329,33
265330,47
265331,34
265332,42
265333,34
265334,44
265335,31
265336,35
265337,59
265338,41
265339,40
265340,44
265341,53
265342,29
265343,52
265344,39
265345,53
265346,41
265347,41
265348,28
265349,37
265350,57
265351,24
265352,24
265353,47
265354,31
265355,53
265356,30
265357,31
265358,50
265359,43
265360,38
265361,63
265362,55
265363,49
265364,55
265365,39
265366,27
265367,60
265368,60
265369,60
265370,59
265371,48
265372,64
265373,63
265374,43
265375,35
265376,31
265377,38
265378,36
265379,31
265380,45
265381,55
265382,44
265383,47
265384,23
265385,36
265386,53
265387,24
265388,62
265389,44
265390,41
265391,59
265392,45
265393,65
265394,43
265395,42
265396,43
265397,39
265398,49
265399,65
265400,39
265401,25
265402,63
265403,26
265404,42
265405,60
265406,28
265407,60
265408,30
265409,34
265410,46
265411,37
265412,49
265413,43
265414,28
265415,46
265416,26
265417,27
265418,45
265419,41
265420,59
265421,52
265422,42
265423,33
265424,57
265425,52
265426,23
265427,37
265428,29
265429,46
265430,27
265431,36
265432,24
265433,50
265434,64
265435,44
265436,56
265437,28
265438,39
265439,35
265440,37
265441,30
265442,42
265443,25
265444,43
265445,31
265446,28
265447,57
265448,41
265449,47
265450,38
265451,23
265452,42
265453,56
265454,32
265455,44
265456,28
265457,42
265458,25
265459,59
265460,59
265461,48
265462,66
265463,43
265464,32
265465,44
265466,45
265467,51
265468,28
265469,41
265470,36
265471,49
265472,63
265473,48
265474,41
265475,36
265476,39
265477,24
265478,56
265479,35
265480,40
265481,21
265482,36
265483,27
265484,32
265485,60
265486,52
265487,50
265488,52
265489,58
265490,27
265491,43
265492,45
265493,51
265494,62
265495,60
265496,35
265497,49
265498,42
265499,59
265500,28
265501,45
265502,30
265503,32
265504,47
265505,53
265506,58
265507,52
265508,40
265509,48
265510,27
265511,46
265512,34
265513,32
265514,32
265515,55
265516,61
265517,34
265518,37
265519,33
265520,34
265521,53
265522,48
265523,43
265524,32
265525,61
265526,34
265527,37
265528,51
265529,63
265530,24
265531,43
265532,22
265533,45
265534,35
265535,33
265536,45
265537,59
265538,24
265539,37
265540,32
265541,27
265542,65
265543,33
265544,42
265545,46
265546,55
265547,44
265548,32
265549,41
265550,60
265551,40
265552,54
265553,37
265554,34
265555,64
265556,59
265557,36
265558,28
265559,58
265560,44
265561,58
265562,55
265563,59
265564,31
265565,37
265566,38
265567,29
265568,29
265569,45
265570,63
265571,31
265572,25
265573,32
265574,57
265575,25
265576,27
265577,38
265578,57
265579,56
265580,55
265581,43
265582,41
265583,46
265584,34
265585,39
265586,23
265587,53
265588,29
265589,22
265590,63
265591,21
265592,38
265593,49
265594,61
265595,52
265596,61
265597,28
265598,53
265599,61
265600,37
265601,55
265602,51
265603,54
265604,60
265605,53
265606,34
265607,31
265608,33
265609,50
265610,59
265611,32
265612,54
265613,29
265614,46
265615,41
265616,32
265617,47
265618,38
265619,45
265620,50
265621,31
265622,40
265623,43
265624,31
265625,59
265626,39
265627,25
265628,41
265629,26
265630,51
265631,59
265632,65
265633,65
265634,57
265635,61
265636,43
265637,60
265638,49
265639,36
265640,26
265641,44
265642,61
265643,32
265644,52
265645,50
265646,58
265647,33
265648,27
265649,44
265650,27
265651,64
265652,41
265653,38
265654,31
265655,22
265656,55
265657,39
265658,37
265659,41
265660,33
265661,58
265662,31
265663,62
265664,57
265665,34
265666,54
265667,29
265668,30
265669,28
265670,57
265671,40
265672,60
265673,50
265674,34
265675,62
265676,39
265677,42
265678,61
265679,28
265680,54
265681,45
265682,31
265683,37
265684,35
265685,62
265686,23
265687,54
265688,30
265689,25
265690,41
265691,26
265692,38
265693,30
265694,28
265695,29
265696,32
265697,56
265698,27
265699,35
265700,45
265701,44
265702,28
265703,34
265704,61
265705,64
265706,26
265707,33
265708,44
265709,49
265710,41
265711,27
265712,54
265713,56
265714,42
265715,51
265716,52
265717,41
265718,53
265719,67
265720,68
265721,41
265722,40
265723,65
265724,27
265725,45
265726,26
265727,33
265728,25
265729,45
265730,53
265731,51
265732,59
265733,40
265734,60
265735,54
265736,44
265737,52
265738,33
265739,47
265740,28
265741,52
265742,66
265743,32
265744,25
265745,57
265746,29
265747,50
265748,32
265749,43
265750,56
265751,29
265752,47
265753,41
265754,58
265755,55
265756,27
265757,40
265758,34
265759,28
265760,46
265761,51
265762,41
265763,24
265764,38
265765,47
265766,42
265767,53
265768,50
265769,28
265770,25
265771,64
265772,36
265773,37
265774,44
265775,42
265776,27
265777,31
265778,28
265779,61
265780,54
265781,50
265782,38
265783,27
265784,28
265785,49
265786,57
265787,47
265788,48
265789,37
265790,48
265791,29
265792,28
265793,48
265794,53
265795,47
265796,57
265797,24
265798,35
265799,27
265800,48
265801,49
265802,56
265803,62
265804,40
265805,47
265806,42
265807,40
265808,53
265809,27
265810,65
265811,40
265812,35
265813,60
265814,44
265815,43
265816,54
265817,42
265818,38
265819,61
265820,29
265821,49
265822,63
265823,58
265824,30
265825,31
265826,44
265827,24
265828,56
265829,62
265830,35
265831,23
265832,47
265833,54
265834,61
265835,39
265836,59
265837,33
265838,42
265839,42
265840,29
265841,64
265842,43
265843,46
265844,30
265845,34
265846,58
265847,30
265848,27
265849,37
265850,44
265851,48
265852,34
265853,65
265854,33
265855,56
265856,53
265857,38
265858,22
265859,64
265860,56
265861,41
265862,58
265863,50
265864,53
265865,31
265866,47
265867,50
265868,40
265869,38
265870,43
265871,40
265872,24
265873,50
265874,33
265875,25
265876,39
265877,47
265878,36
265879,51
265880,31
265881,61
265882,49
265883,47
265884,44
265885,43
265886,43
265887,39
265888,41
265889,68
265890,30
265891,48
265892,30
265893,53
265894,51
265895,46
265896,41
265897,48
265898,41
265899,63
265900,58
265901,52
265902,42
265903,50
265904,41
265905,35
265906,62
265907,35
265908,35
265909,41
265910,34
265911,42
265912,27
265913,55
265914,21
265915,38
265916,33
265917,38
265918,27
265919,24
265920,38
265921,45
265922,48
265923,31
265924,42
265925,35
265926,44
265927,38
265928,52
265929,59
265930,49
265931,47
265932,30
265933,29
265934,47
265935,39
265936,52
265937,51
265938,36
265939,54
265940,36
265941,31
265942,43
265943,46
265944,46
265945,42
265946,50
265947,54
265948,42
265949,30
265950,42
265951,65
265952,34
265953,25
265954,36
265955,65
265956,46
265957,31
265958,35
265959,64
265960,36
265961,42
265962,50
265963,53
265964,22
265965,36
265966,36
265967,37
265968,65
265969,68
265970,38
265971,61
265972,34
265973,61
265974,56
265975,30
265976,49
265977,28
265978,32
265979,39
265980,32
265981,49
265982,31
265983,33
265984,32
265985,66
265986,44
265987,44
265988,27
265989,59
265990,39
265991,26
265992,38
265993,39
265994,30
265995,52
265996,27
265997,54
265998,34
265999,60
266000,62
266001,55
266002,30
266003,39
266004,55
266005,44
266006,62
266007,36
266008,57
266009,61
266010,61
266011,26
266012,43
266013,55
266014,63
266015,41
266016,34
266017,27
266018,51
266019,39
266020,47
266021,38
266022,45
266023,35
266024,30
266025,30
266026,46
266027,49
266028,44
266029,38
266030,34
